Station_ID, Date_Time, air_temp in Fahrenheit,relative_humidity as a %, wind_speed as Miles/Hour, wind_direction as degrees,date,pm1,pm2_5,pm10,upTimeMin,rssi_dbm,temp,humidity,pm2_5atm
TS623,11/13/2020 20:34 UTC,63,55,5.99,136,2020-11-13 20:00:00 UTC,33.15,42.66,46.14,24515.0,-19.8,68.0,36.8,37.25
TS623,11/14/2020 02:34 UTC,59,61,5.99,299,2020-11-14 02:00:00 UTC,5.91,6.63,7.01,24875.0,-21.4,69.0,38.6,6.63
TS623,11/14/2020 08:34 UTC,55,96,5.99,273,2020-11-14 08:00:00 UTC,4.56,4.97,5.16,25235.0,-24.2,66.0,47.0,4.97
TS623,11/14/2020 14:34 UTC,42,100,5.99,303,2020-11-14 14:00:00 UTC,12.51,15.09,16.32,25595.0,-22.0,61.0,48.2,14.73
TS623,11/14/2020 20:34 UTC,56,100,5.99,12,2020-11-14 20:00:00 UTC,23.92,30.88,32.47,25955.0,-23.0,64.0,56.0,30.09
TS623,11/15/2020 02:34 UTC,47,100,1,258,2020-11-15 02:00:00 UTC,17.0,20.57,21.7,26315.0,-21.2,70.0,43.0,20.57
TS623,11/15/2020 08:34 UTC,38,100,1,24,2020-11-15 08:00:00 UTC,19.44,26.13,27.47,26675.0,-23.2,65.0,43.0,26.13
TS623,11/15/2020 14:34 UTC,39,100,2,19,2020-11-15 14:00:00 UTC,23.39,29.11,30.55,27035.0,-22.8,53.0,46.0,29.08
TS623,11/15/2020 20:34 UTC,62,68,4,6,2020-11-15 20:00:00 UTC,17.21,21.63,22.84,27395.0,-22.0,66.0,43.2,21.63
TS623,11/16/2020 02:34 UTC,55,65,1,291,2020-11-16 02:00:00 UTC,12.9,16.35,18.39,27755.0,-24.6,70.0,34.0,16.35
TS623,11/16/2020 08:34 UTC,44,100,1,63,2020-11-16 08:00:00 UTC,19.69,25.01,26.93,28115.0,-21.2,63.0,36.0,25.01
TS623,11/16/2020 14:34 UTC,40,100,4,76,2020-11-16 14:00:00 UTC,24.68,30.09,31.81,28475.0,-24.2,56.0,44.0,29.87
TS623,11/16/2020 20:34 UTC,67,48,4,85,2020-11-16 20:00:00 UTC,18.93,24.87,27.46,28835.0,-21.4,70.0,31.2,24.87
TS623,11/17/2020 02:34 UTC,56,93,3,65,2020-11-17 02:00:00 UTC,25.83,33.55,36.91,191.0,-74.6,69.2,37.2,31.83
TS623,11/17/2020 08:34 UTC,51,100,5,128,2020-11-17 08:00:00 UTC,31.03,40.74,43.57,551.0,-73.0,66.0,38.0,36.19
TS623,11/17/2020 14:34 UTC,51,100,8,129,2020-11-17 14:00:00 UTC,51.6,72.19,79.89,911.0,-72.8,62.4,46.0,51.04
TS623,11/17/2020 20:34 UTC,68,53,4,118,2020-11-17 20:00:00 UTC,17.47,22.66,24.46,1271.0,-72.8,74.0,32.2,22.66
TS623,11/18/2020 02:34 UTC,66,54,8,235,2020-11-18 02:00:00 UTC,5.63,6.39,7.15,1631.0,-20.4,75.0,26.0,6.39
TS623,11/18/2020 08:34 UTC,56,100,7,290,2020-11-18 08:00:00 UTC,7.06,7.76,8.18,1991.0,-24.0,70.0,48.0,7.76
TS623,11/18/2020 14:34 UTC,54,100,5.99,94,2020-11-18 14:00:00 UTC,6.37,6.95,7.29,2351.0,-23.2,67.0,57.0,6.95
TS623,11/18/2020 20:34 UTC,63,100,7,131,2020-11-18 20:00:00 UTC,11.51,13.12,13.61,2711.0,-23.6,70.8,59.0,13.12
TS623,11/19/2020 02:34 UTC,58,100,0,0,2020-11-19 02:00:00 UTC,9.46,10.45,10.96,3071.0,-23.0,71.0,53.0,10.45
