Station_ID, Date_Time, air_temp in Fahrenheit,relative_humidity as a %, wind_speed as Miles/Hour, wind_direction as degrees,date,pm1,pm2_5,pm10,upTimeMin,rssi_dbm,temp,humidity,pm2_5atm
TS623,01/15/2020 20:34 UTC,11.67,68,1.79,59,2020-01-15 20:00:00 UTC,6.09,7.64,8.65,2904,-23.8,59,46.4,7.64
TS623,01/16/2020 02:34 UTC,10,76,0.9,51,2020-01-16 02:00:00 UTC,2.69,3.65,4.22,3264,-22.2,62,41,3.65
TS623,01/16/2020 08:34 UTC,6.11,91,1.34,180,2020-01-16 08:00:00 UTC,5.02,6.47,7.03,3624,-24.6,58,46,6.47
TS623,01/16/2020 14:34 UTC,4.44,100,2.23,119,2020-01-16 14:00:00 UTC,14.22,19.09,20.37,3984,-21.6,55,45.6,19.09
TS623,01/16/2020 20:34 UTC,13.89,58,7.15,156,2020-01-16 20:00:00 UTC,0.35,1,1.46,4344,-22.2,64,43.6,1
TS623,01/17/2020 02:34 UTC,6.67,100,2.23,105,2020-01-17 02:00:00 UTC,0.02,0.23,0.37,4704,-21.8,58.6,51,0.23
TS623,01/17/2020 08:34 UTC,4.44,100,3.58,108,2020-01-17 08:00:00 UTC,2.39,3.16,3.44,5064,-21.8,56,51,3.16
TS623,01/17/2020 14:34 UTC,5,100,0.45,21,2020-01-17 14:00:00 UTC,8.66,11.2,11.93,5424,-22,55.6,52,11.2
TS623,01/17/2020 20:34 UTC,7.22,100,1.34,252,2020-01-17 20:00:00 UTC,7.3,9.89,10.46,5784,-23.2,54.4,59.6,9.89
TS623,01/18/2020 02:34 UTC,6.67,100,1.79,201,2020-01-18 02:00:00 UTC,6,7.68,8.27,6144,-22.4,58,52,7.68
TS623,01/18/2020 08:34 UTC,3.33,100,0.9,24,2020-01-18 08:00:00 UTC,10.4,12.43,13.08,6504,-21.8,56,49,12.43
TS623,01/18/2020 14:34 UTC,5,100,2.68,317,2020-01-18 14:00:00 UTC,15.61,27.29,31.58,6864,-22.2,56,52,27.27
TS623,01/18/2020 20:34 UTC,6.67,100,2.68,325,2020-01-18 20:00:00 UTC,15.21,25.99,29.91,7224,-22.2,59,50,25.99
TS623,01/19/2020 02:34 UTC,6.67,100,0.9,340,2020-01-19 02:00:00 UTC,15.19,26.44,31.11,7584,-22.8,58,51,26.43
TS623,01/19/2020 08:34 UTC,6.11,100,1.34,124,2020-01-19 08:00:00 UTC,16.13,27.78,32.44,7944,-24,57,50,27.78
TS623,01/19/2020 14:34 UTC,5,100,1.79,142,2020-01-19 14:00:00 UTC,13.96,23.13,26.89,8304,-23.2,57,51,23.13
TS623,01/19/2020 20:34 UTC,6.11,100,2.68,150,2020-01-19 20:00:00 UTC,10.83,17.19,20.04,8664,-23,57,51,17.19
TS623,01/20/2020 02:34 UTC,6.67,100,1.79,247,2020-01-20 02:00:00 UTC,9.94,15.29,17.49,9024,-24.4,57.4,51,15.29
TS623,01/20/2020 08:34 UTC,6.11,100,1.34,70,2020-01-20 08:00:00 UTC,13.66,21.12,23.79,9384,-22.2,57,51,21.12
TS623,01/20/2020 14:34 UTC,5.56,100,1.34,70,2020-01-20 14:00:00 UTC,13.23,21.57,24.36,9744,-22,56.4,52,21.57
